datetime,option_symbol,action,order_size,price,pnl,day,type,strike,idx,expiration_date
2024-01-02T20:06:10.248028374Z,SPX   240119C04700000,B,50,66.3,85500.00000000004,2024-01-02,C,4700.0,5,2024-01-19
2024-01-02T20:07:29.727098314Z,SPX   240216C04725000,B,50,94.0,83500.00000000001,2024-01-02,C,4725.0,1,2024-02-16
2024-01-02T20:07:29.727107713Z,SPX   240216C04725000,B,50,94.0,83500.00000000001,2024-01-02,C,4725.0,2,2024-02-16
2024-01-02T20:09:35.142569432Z,SPX   240119C04700000,B,50,67.2,81000.00000000001,2024-01-02,C,4700.0,6,2024-01-19
2024-01-02T20:09:37.460945744Z,SPX   240216C04725000,B,50,94.7,76499.99999999999,2024-01-02,C,4725.0,15,2024-02-16
2024-01-02T20:09:37.460945744Z,SPX   240216C04725000,B,50,94.7,76000.00000000001,2024-01-02,C,4725.0,16,2024-02-16
2024-01-02T20:10:55.054121380Z,SPX   240216C04750000,B,50,79.8,79500.00000000003,2024-01-02,C,4750.0,2,2024-02-16
2024-01-02T20:11:40.188623508Z,SPX   240315C04000000,B,50,771.3,91000.00000000023,2024-01-02,C,4000.0,5,2024-03-15
2024-01-02T20:11:40.188637934Z,SPX   240315C04000000,B,50,771.3,91500.00000000032,2024-01-02,C,4000.0,2,2024-03-15
2024-01-02T20:12:24.288057726Z,SPX   240216C04750000,B,50,79.7,80000.0,2024-01-02,C,4750.0,1,2024-02-16
2024-01-02T20:12:34.654637352Z,SPX   240216C04700000,B,50,111.0,81000.00000000001,2024-01-02,C,4700.0,3,2024-02-16
2024-01-02T20:12:59.405069626Z,SPX   240216C04700000,B,50,110.7,82999.99999999997,2024-01-02,C,4700.0,1,2024-02-16
2024-01-02T20:13:36.411694462Z,SPX   240119C04725000,B,50,50.8,73999.99999999999,2024-01-02,C,4725.0,3,2024-01-19
2024-01-02T20:13:36.411694462Z,SPX   240119C04725000,B,50,50.8,75500.00000000004,2024-01-02,C,4725.0,2,2024-01-19
2024-01-02T20:13:36.411694462Z,SPX   240119C04725000,B,50,50.8,76499.99999999999,2024-01-02,C,4725.0,1,2024-01-19
2024-01-02T20:13:36.411699660Z,SPX   240119C04725000,B,50,50.8,73999.99999999999,2024-01-02,C,4725.0,5,2024-01-19
2024-01-02T20:13:36.411699660Z,SPX   240119C04725000,B,50,50.8,73999.99999999999,2024-01-02,C,4725.0,4,2024-01-19
2024-01-02T20:14:56.380293776Z,SPX   240216C04725000,B,50,94.3,78500.00000000001,2024-01-02,C,4725.0,11,2024-02-16
2024-01-02T20:14:56.383671431Z,SPX   240216C04725000,B,50,94.3,78500.00000000001,2024-01-02,C,4725.0,10,2024-02-16
2024-01-02T20:14:56.416325866Z,SPX   240216C04725000,B,50,94.3,78500.00000000001,2024-01-02,C,4725.0,9,2024-02-16
2024-01-02T20:14:57.993335902Z,SPX   240216C04725000,B,50,94.4,77999.99999999997,2024-01-02,C,4725.0,12,2024-02-16
2024-01-02T20:19:12.088205780Z,SPX   240216C04750000,B,50,80.7,75000.0,2024-01-02,C,4750.0,5,2024-02-16
2024-01-02T20:19:12.088205780Z,SPX   240216C04700000,B,50,112.3,74500.00000000003,2024-01-02,C,4700.0,4,2024-02-16
2024-01-02T20:22:29.369409753Z,SPX   240216C04725000,B,50,95.2,73500.00000000001,2024-01-02,C,4725.0,18,2024-02-16
2024-01-02T20:22:29.369730519Z,SPX   240216C04725000,B,50,95.2,73500.00000000001,2024-01-02,C,4725.0,19,2024-02-16
2024-01-02T20:22:29.495540783Z,SPX   240216C04750000,B,50,80.0,78500.00000000001,2024-01-02,C,4750.0,3,2024-02-16
2024-01-02T20:22:30.583735690Z,SPX   240216C04725000,B,50,95.1,74000.00000000006,2024-01-02,C,4725.0,17,2024-02-16
2024-01-02T20:25:24.821546286Z,SPX   240216C04700000,B,50,112.5,73500.00000000001,2024-01-02,C,4700.0,5,2024-02-16
2024-01-02T20:30:09.142245881Z,SPX   240119C04650000,B,50,106.1,86500.00000000006,2024-01-02,C,4650.0,1,2024-01-19
2024-01-02T20:39:30.251751572Z,SPX   240315C04000000,B,50,771.5,78500.00000000023,2024-01-02,C,4000.0,8,2024-03-15
2024-01-02T20:39:37.686088648Z,SPX   240119C04690000,B,50,73.8,78000.00000000004,2024-01-02,C,4690.0,2,2024-01-19
2024-01-02T20:39:37.686088648Z,SPX   240119C04690000,B,50,73.8,75000.0,2024-01-02,C,4690.0,3,2024-01-19
2024-01-02T20:39:37.686088648Z,SPX   240119C04690000,B,50,73.8,78999.99999999999,2024-01-02,C,4690.0,1,2024-01-19
2024-01-02T21:10:06.140394009Z,SPX   240119P04800000,B,50,65.7,73999.99999999999,2024-01-02,P,4800.0,2,2024-01-19
2024-01-03T14:52:48.804594629Z,SPX   240119P04800000,B,50,83.1,58500.000000000015,2024-01-03,P,4800.0,4,2024-01-19
2024-01-03T14:52:48.804594629Z,SPX   240119P04800000,B,50,83.1,59000.00000000006,2024-01-03,P,4800.0,2,2024-01-19
2024-01-03T14:52:48.804594629Z,SPX   240119P04800000,B,50,83.1,59000.00000000006,2024-01-03,P,4800.0,3,2024-01-19
2024-01-03T14:52:48.804594629Z,SPX   240119P04800000,B,50,83.1,58500.000000000015,2024-01-03,P,4800.0,5,2024-01-19
2024-01-03T14:52:48.804861715Z,SPX   240119P04800000,B,50,83.1,58500.000000000015,2024-01-03,P,4800.0,6,2024-01-19
2024-01-03T15:06:06.869519959Z,SPX   240119P04740000,B,45,43.4,63450.000000000015,2024-01-03,P,4740.0,1,2024-01-19
2024-01-03T15:06:15.929192458Z,SPX   240216P04850000,B,50,130.5,58499.99999999994,2024-01-03,P,4850.0,2,2024-02-16
2024-01-03T15:06:25.264548993Z,SPX   240216P04850000,B,50,130.3,59499.99999999988,2024-01-03,P,4850.0,1,2024-02-16
2024-01-03T15:40:54.010627875Z,SPX   240315P04825000,S,50,141.5,75499.99999999997,2024-01-03,P,4825.0,1,2024-03-15
2024-01-03T15:47:39.322860294Z,SPX   240119C04620000,B,50,115.0,72000.00000000003,2024-01-03,C,4620.0,1,2024-01-19
2024-01-03T15:49:14.882141629Z,SPX   240216P04725000,S,50,76.2,58000.00000000005,2024-01-03,P,4725.0,6,2024-02-16
2024-01-03T15:49:55.534091487Z,SPX   240119P04750000,S,50,60.7,58000.000000000015,2024-01-03,P,4750.0,3,2024-01-19
2024-01-03T15:49:55.534382180Z,SPX   240119P04750000,S,50,60.7,58000.000000000015,2024-01-03,P,4750.0,2,2024-01-19
2024-01-03T15:49:55.534386925Z,SPX   240315P04745000,S,50,104.3,64499.99999999995,2024-01-03,P,4745.0,1,2024-03-15
2024-01-03T15:56:01.370655262Z,SPX   240216P04750000,S,50,86.1,62999.99999999998,2024-01-03,P,4750.0,1,2024-02-16
2024-01-03T19:27:28.984909540Z,SPX   240119C04620000,S,50,129.4,72000.00000000003,2024-01-03,C,4620.0,1,2024-01-19
2024-01-03T19:27:28.984914439Z,SPX   240119C04600000,S,50,147.3,106000.00000000007,2024-01-03,C,4600.0,1,2024-01-19
2024-01-03T19:27:53.231796136Z,SPX   240119P04710000,B,50,30.4,58000.000000000015,2024-01-03,P,4710.0,1,2024-01-19
2024-01-03T19:28:10.341280823Z,SPX   240119P04725000,B,50,35.3,63000.000000000015,2024-01-03,P,4725.0,1,2024-01-19
2024-01-03T19:28:13.284721216Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,8,2024-01-19
2024-01-03T19:28:13.284721216Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,7,2024-01-19
2024-01-03T19:28:39.138090398Z,SPX   240315P04730000,B,50,86.1,58500.000000000015,2024-01-03,P,4730.0,1,2024-03-15
2024-01-03T19:28:56.304691645Z,SPX   240119P04700000,B,50,27.0,58500.000000000015,2024-01-03,P,4700.0,1,2024-01-19
2024-01-03T19:29:08.881975193Z,SPX   240216C04700000,S,50,109.9,58500.000000000015,2024-01-03,C,4700.0,5,2024-02-16
2024-01-03T19:29:08.881981405Z,SPX   240216C04700000,S,50,109.9,70500.00000000004,2024-01-03,C,4700.0,1,2024-02-16
2024-01-03T19:29:08.881981405Z,SPX   240216C04700000,S,50,109.9,60000.0,2024-01-03,C,4700.0,3,2024-02-16
2024-01-03T19:29:08.881981405Z,SPX   240216C04700000,S,50,109.9,58500.000000000015,2024-01-03,C,4700.0,4,2024-02-16
2024-01-03T19:30:27.387729918Z,SPX   240315P04745000,B,50,91.4,64499.99999999995,2024-01-03,P,4745.0,1,2024-03-15
2024-01-03T19:30:42.237181716Z,SPX   240216P04710000,B,50,59.0,60499.99999999998,2024-01-03,P,4710.0,2,2024-02-16
2024-01-03T19:30:42.237181716Z,SPX   240216P04710000,B,50,59.0,60499.99999999998,2024-01-03,P,4710.0,3,2024-02-16
2024-01-03T19:30:42.237181716Z,SPX   240216P04710000,B,50,59.0,60499.99999999998,2024-01-03,P,4710.0,1,2024-02-16
2024-01-03T19:30:59.345478448Z,SPX   240216P04750000,B,50,73.5,62999.99999999998,2024-01-03,P,4750.0,1,2024-02-16
2024-01-03T19:31:08.920683939Z,SPX   240119C04700000,S,50,65.8,66999.99999999999,2024-01-03,C,4700.0,1,2024-01-19
2024-01-03T19:31:47.737844902Z,SPX   240216P04725000,B,50,64.6,67500.0,2024-01-03,P,4725.0,1,2024-02-16
2024-01-03T19:31:47.737844902Z,SPX   240216P04725000,B,45,64.6,59850.00000000005,2024-01-03,P,4725.0,2,2024-02-16
2024-01-03T19:31:47.737844902Z,SPX   240216P04725000,B,45,64.6,59850.00000000005,2024-01-03,P,4725.0,3,2024-02-16
2024-01-03T19:31:47.737844902Z,SPX   240216P04725000,B,50,64.6,58000.00000000005,2024-01-03,P,4725.0,6,2024-02-16
2024-01-03T19:36:35.200984372Z,SPX   240119P04740000,B,50,45.2,61499.999999999985,2024-01-03,P,4740.0,2,2024-01-19
2024-01-03T19:43:13.884992925Z,SPX   240119C04700000,S,50,65.0,60500.000000000015,2024-01-03,C,4700.0,7,2024-01-19
2024-01-03T19:43:13.884992925Z,SPX   240119C04700000,S,50,65.0,63000.000000000015,2024-01-03,C,4700.0,2,2024-01-19
2024-01-03T19:44:02.508822146Z,SPX   240315P04825000,B,50,126.4,75499.99999999997,2024-01-03,P,4825.0,1,2024-03-15
2024-01-03T19:44:11.369379785Z,SPX   240315C04765000,S,50,103.8,59499.99999999995,2024-01-03,C,4765.0,1,2024-03-15
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,6,2024-01-19
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,5,2024-01-19
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,4,2024-01-19
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,3,2024-01-19
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,62000.00000000002,2024-01-03,C,4710.0,2,2024-01-19
2024-01-03T19:44:28.074503379Z,SPX   240119C04710000,S,50,59.2,64500.00000000002,2024-01-03,C,4710.0,1,2024-01-19
2024-01-03T19:44:29.122476127Z,SPX   240119P04715000,B,50,31.5,63500.000000000015,2024-01-03,P,4715.0,1,2024-01-19
2024-01-03T19:49:35.508504526Z,SPX   240315P04800000,B,50,116.2,57999.99999999998,2024-01-03,P,4800.0,2,2024-03-15
2024-01-03T19:49:35.581050842Z,SPX   240315P04800000,B,50,116.2,57999.99999999998,2024-01-03,P,4800.0,3,2024-03-15
2024-01-03T19:51:50.230571500Z,SPX   240119P04750000,B,50,49.1,58000.000000000015,2024-01-03,P,4750.0,3,2024-01-19
2024-01-03T19:51:50.230571500Z,SPX   240119P04750000,B,50,49.1,58000.000000000015,2024-01-03,P,4750.0,2,2024-01-19
2024-01-03T19:56:05.744957420Z,SPX   240119C04600000,S,50,140.1,62999.99999999998,2024-01-03,C,4600.0,6,2024-01-19
2024-01-03T19:56:05.744957420Z,SPX   240119C04600000,S,50,140.1,70000.0,2024-01-03,C,4600.0,5,2024-01-19
2024-01-03T19:56:05.744968686Z,SPX   240119C04650000,S,50,97.4,59000.00000000006,2024-01-03,C,4650.0,1,2024-01-19
2024-01-03T19:59:51.568309648Z,SPX   240119C04600000,S,50,139.6,60499.99999999998,2024-01-03,C,4600.0,7,2024-01-19
2024-01-03T20:49:20.175706143Z,SPX   240216P04850000,S,50,142.2,59499.99999999988,2024-01-03,P,4850.0,1,2024-02-16
2024-01-03T20:49:20.175706143Z,SPX   240216P04850000,S,50,142.2,58499.99999999994,2024-01-03,P,4850.0,2,2024-02-16
2024-01-03T20:50:29.458482280Z,SPX   240315P04730000,S,50,97.8,58500.000000000015,2024-01-03,P,4730.0,1,2024-03-15
2024-01-03T20:50:41.089351809Z,SPX   240119P04725000,S,50,47.9,63000.000000000015,2024-01-03,P,4725.0,1,2024-01-19
2024-01-03T20:50:41.773079925Z,SPX   240119C04710000,B,50,46.3,64500.00000000002,2024-01-03,C,4710.0,1,2024-01-19
2024-01-03T20:50:47.097261323Z,SPX   240119C04600000,B,50,127.5,60499.99999999998,2024-01-03,C,4600.0,7,2024-01-19
2024-01-03T20:50:47.097261323Z,SPX   240119C04600000,B,50,127.5,62999.99999999998,2024-01-03,C,4600.0,6,2024-01-19
2024-01-03T20:50:47.097266304Z,SPX   240119C04700000,B,50,52.4,66999.99999999999,2024-01-03,C,4700.0,1,2024-01-19
2024-01-03T20:50:47.097266304Z,SPX   240119C04700000,B,50,52.4,63000.000000000015,2024-01-03,C,4700.0,2,2024-01-19
2024-01-03T20:53:26.873167956Z,SPX   240119C04650000,B,50,85.6,59000.00000000006,2024-01-03,C,4650.0,1,2024-01-19
2024-01-03T20:53:26.873167956Z,SPX   240119C04600000,B,50,126.1,106000.00000000007,2024-01-03,C,4600.0,1,2024-01-19
2024-01-03T20:53:26.873167956Z,SPX   240119C04600000,B,50,126.1,70000.0,2024-01-03,C,4600.0,5,2024-01-19
2024-01-03T20:53:28.308316744Z,SPX   240119P04715000,S,50,44.2,63500.000000000015,2024-01-03,P,4715.0,1,2024-01-19
2024-01-03T20:53:29.652751845Z,SPX   240119P04710000,S,50,42.0,58000.000000000015,2024-01-03,P,4710.0,1,2024-01-19
2024-01-03T20:53:30.233670166Z,SPX   240315C04765000,B,50,91.9,59499.99999999995,2024-01-03,C,4765.0,1,2024-03-15
2024-01-03T20:54:13.692897926Z,SPX   240216P04725000,S,45,77.9,59850.00000000005,2024-01-03,P,4725.0,3,2024-02-16
2024-01-03T20:54:13.700852037Z,SPX   240216P04725000,S,45,77.9,59850.00000000005,2024-01-03,P,4725.0,2,2024-02-16
2024-01-03T20:54:15.740338118Z,SPX   240216C04700000,B,50,95.8,70500.00000000004,2024-01-03,C,4700.0,1,2024-02-16
2024-01-03T20:54:15.740338118Z,SPX   240216P04725000,S,50,78.1,67500.0,2024-01-03,P,4725.0,1,2024-02-16
2024-01-03T20:54:15.740348287Z,SPX   240119P04740000,S,45,57.5,63450.000000000015,2024-01-03,P,4740.0,1,2024-01-19
2024-01-03T20:54:15.740348287Z,SPX   240119P04740000,S,50,57.5,61499.999999999985,2024-01-03,P,4740.0,2,2024-01-19
2024-01-03T20:54:18.472663985Z,SPX   240119P04700000,S,50,38.7,58500.000000000015,2024-01-03,P,4700.0,1,2024-01-19
2024-01-03T20:54:52.615320992Z,SPX   240216P04710000,S,50,71.1,60499.99999999998,2024-01-03,P,4710.0,2,2024-02-16
2024-01-03T20:54:52.615328839Z,SPX   240216P04710000,S,50,71.1,60499.99999999998,2024-01-03,P,4710.0,3,2024-02-16
2024-01-03T20:54:52.615331418Z,SPX   240216P04710000,S,50,71.1,60499.99999999998,2024-01-03,P,4710.0,1,2024-02-16
2024-01-03T20:58:07.483262154Z,SPX   240119C04700000,B,50,52.9,60500.000000000015,2024-01-03,C,4700.0,7,2024-01-19
2024-01-03T21:02:37.829909493Z,SPX   240119P04800000,S,50,94.9,59000.00000000006,2024-01-03,P,4800.0,3,2024-01-19
2024-01-03T21:02:37.874852196Z,SPX   240119P04800000,S,50,94.9,59000.00000000006,2024-01-03,P,4800.0,2,2024-01-19
2024-01-03T21:03:18.368823879Z,SPX   240216C04700000,B,50,98.2,58500.000000000015,2024-01-03,C,4700.0,4,2024-02-16
2024-01-03T21:03:18.368823879Z,SPX   240216C04700000,B,50,98.2,58500.000000000015,2024-01-03,C,4700.0,5,2024-02-16
2024-01-03T21:04:08.177468389Z,SPX   240216C04700000,B,50,97.9,60000.0,2024-01-03,C,4700.0,3,2024-02-16
2024-01-03T21:05:12.575874473Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,3,2024-01-19
2024-01-03T21:05:15.839200550Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,4,2024-01-19
2024-01-03T21:05:15.839208689Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,5,2024-01-19
2024-01-03T21:05:15.839213688Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,6,2024-01-19
2024-01-03T21:05:15.839213688Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,7,2024-01-19
2024-01-03T21:05:15.839223658Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,8,2024-01-19
2024-01-03T21:08:07.960201434Z,SPX   240119C04710000,B,50,46.8,62000.00000000002,2024-01-03,C,4710.0,2,2024-01-19
2024-01-03T21:08:08.517517516Z,SPX   240119P04800000,S,50,94.8,58500.000000000015,2024-01-03,P,4800.0,6,2024-01-19
2024-01-03T21:08:08.517517516Z,SPX   240119P04800000,S,50,94.8,58500.000000000015,2024-01-03,P,4800.0,5,2024-01-19
2024-01-03T21:08:08.517537611Z,SPX   240315P04800000,S,50,127.8,57999.99999999998,2024-01-03,P,4800.0,2,2024-03-15
2024-01-03T21:08:08.517537611Z,SPX   240315P04800000,S,50,127.8,57999.99999999998,2024-01-03,P,4800.0,3,2024-03-15
2024-01-03T21:08:08.517798332Z,SPX   240119P04800000,S,50,94.8,58500.000000000015,2024-01-03,P,4800.0,4,2024-01-19
2024-01-04T15:15:46.365705462Z,SPX   240119C04650000,S,50,93.5,100499.99999999996,2024-01-04,C,4650.0,14,2024-01-19
2024-01-04T15:15:46.366036831Z,SPX   240119C04650000,S,50,93.5,100499.99999999996,2024-01-04,C,4650.0,13,2024-01-19
